$ 2013 N,orth San,"tiam, ps",t,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
317.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.65647066
317.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.66042727
317.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.66042727
317.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.6642317
317.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.6642317
317.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69703563
317.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69703563
317.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.70481541
317.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.66803612
317.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.64310851
317.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.61041086
317.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.59511473
317.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.6198814
317.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.64110074
317.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.67003517
317.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.67003517
317.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69129617
317.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.71647736
317.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.71647736
317.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.77517137
317.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.79698936
317.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.82261301
318,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.87838898
318.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.90045477
318.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92261256
318.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.97930182
318.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.00176835
318.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.0284335
318.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.08591688
318.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.11293805
318.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14406235
318.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14804872
318.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14406235
318.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.14406235
318.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.10482618
318.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.03907057
318.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.99622779
318.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.992281
318.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.95783153
318.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.95373705
318.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.95373705
318.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91945057
318.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91945057
318.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88515935
318.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88515935
318.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88923362
319,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88923362
319.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91143895
319.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91143895
319.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.90751168
319.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.90342732
319.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92980001
319.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92980001
319.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92980001
319.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.96023299
319.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.9561283
319.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.9257055
319.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.89148839
319.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.87546507
319.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.83752157
319.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.79161946
319.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.77567502
319.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.79364437
319.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.78972675
319.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.80775824
319.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.79566205
319.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.77979559
319.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.80570397
319.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.79373519
319.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.7857035
320,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.80377965
320.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.82588485
320.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.81385635
320.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.83602391
320.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.83602391
320.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.83602391
320.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.84411583
320.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88659721
320.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.89884494
320.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.906798
320.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91093359
320.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88854187
320.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.89250847
320.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.89647506
320.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88854187
320.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.90060032
320.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.90456691
320.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.90456691
320.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91265875
320.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92075057
320.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92075057
320.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92884239
320.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.93280896
320.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.94090076
321,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.94486733
321.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.94899255
321.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.95295912
321.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.98760057
321.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.99571258
321.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.99571258
321.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.00382459
321.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.00780106
321.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.01591305
321.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.02402503
321.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.00135097
321.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.94823468
321.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.92176848
321.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.85742292
321.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.85334863
321.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.85334863
321.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.82335192
321.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.82335192
321.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.85742292
321.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.85742292
321.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.8613405
321.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.86525808
321.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.89541567
321.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.9257055
322,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.9257055
322.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91783145
322.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.91373694
322.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.94823468
322.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.94823468
322.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.97465659
322.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.97465659
322.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.99722578
322.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.99722578
322.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.99722578
322.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.96262836
322.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.93213165
322.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.89783132
322.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88570523
322.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.84357539
322.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.80163631
322.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.79771869
322.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.7678591
322.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.73407528
322.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.73017693
322.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69655191
322.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69266313
322.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.68877434
322.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69266313
323,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.71832593
323.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.71427163
323.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.71037327
323.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.70631897
323.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.7024206
323.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69852223
323.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69852223
323.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69446793
323.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69852223
323.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69446793
323.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69852223
323.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.67290806
323.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.64352376
323.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.61426699
323.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.5889974
323.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.59301215
323.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.59687249
323.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.60088724
323.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.60474758
323.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.60860791
323.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.60860791
323.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.64181981
323.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.64971413
323.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.68681628
324,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.69472993
324.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.73217308
324.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.76978407
324.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.80756387
324.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.84943105
324.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.85334863
324.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.88756111
324.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.9561283
324.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,11.99887126
324.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.03752564
324.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.04561731
324.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.05370898
324.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.05370898
324.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.05370898
324.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.05767548
324.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.0886024
324.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.09671429
324.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.13593014
324.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.20255722
324.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.24645646
324.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.31403228
324.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.35832685
324.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.39049159
324.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.45949235
325,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.50027666
325.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.57024433
325.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.61172768
325.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.68665557
325.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.72869422
325.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.80066854
325.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.84744619
325.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.88168926
325.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.92466796
325.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.97206439
325.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.97206439
325.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.93745568
325.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.90300248
325.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.86016737
325.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.82604481
325.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.82604481
325.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.78791221
325.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.7541053
325.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.76240956
325.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.77519809
325.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.81738549
325.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.82587776
325.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.86427598
325.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.86427598
326,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.90268269
326.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.94126541
326.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.97581868
326.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.01052792
326.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.04116543
326.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.08041776
326.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.11134924
326.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.11134924
326.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.14667979
326.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.15094188
326.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.15094188
326.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.10709838
326.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,13.02831061
326.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.97628189
326.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.92887445
326.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.88168926
326.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.84309421
326.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.81335668
326.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.78358279
326.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.78791221
326.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.7541053
326.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.74978709
326.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.7541053
326.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.78791221
327,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.78358279
327.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.81753041
327.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.84744619
327.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.84744619
327.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.87732591
327.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.90750547
327.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.90750547
327.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.93781817
327.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.94203569
327.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.93781817
327.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.93343194
327.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.89034293
327.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.81346716
327.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.76243701
327.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.71164743
327.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66541524
327.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.62784705
327.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.59458026
327.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.59458026
327.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.59458026
327.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.56558202
327.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.56986699
327.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.60300706
327.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.60300706
328,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.64043709
328.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.63629563
328.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66973351
328.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.70332152
328.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.7370605
328.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.73271978
328.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.76659924
328.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.80063129
328.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.80499469
328.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.80499469
328.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.80919025
328.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.77513592
328.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.7370605
328.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.69049962
328.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.65279259
328.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.6486404
328.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.61525699
328.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.59028424
328.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.59871105
328.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.60713785
328.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.61556464
328.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.62399142
328.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.62812219
328.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.63225295
329,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66992419
329.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.67406562
329.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.71191954
329.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.745617
329.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.745617
329.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.77946593
329.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.81346716
329.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.81765178
329.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.85601262
329.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.86037597
329.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.82618839
329.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.78781342
329.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.745617
329.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.70344914
329.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.69497872
329.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.6865083
329.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.65733421
329.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.62399142
329.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.62812219
329.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.63225295
329.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.63654895
329.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.63654895
329.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.63654895
329.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.63225295
330,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66992419
330.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66992419
330.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.66561709
330.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.69913089
330.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.72863223
330.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,12.72863223
